"user_text","intention_score","age","gender_male","gender_female","gender_non_binary"
"my student loans are the death of me","2","25","1","0","0"
"i’m dead tired after that shift","0","27","1","0","0"
"my boss is killing me with work","1","31","0","1","0"
"nobody cares, i could just vanish","8","35","0","0","1"
"my boss is killing me with work","2","34","0","1","0"
"i feel trapped in this life","10","26","0","1","0"
"nobody cares, i could just vanish","10","27","1","0","0"
"i’m dying to see that movie ","1","30","0","1","0"
"i feel trapped in this life","10","27","0","1","0"
"i’m so lost, what’s the point of this job?","8","34","0","0","1"
"my boss is killing me with work","0","24","1","0","0"
"nobody cares, i could just vanish","9","29","0","0","1"
"i’m dying to see that movie ","0","22","0","1","0"
"my student loans are the death of me","0","34","0","1","0"
"i’m dying to see that movie ","0","26","0","0","1"
"my student loans are the death of me","2","21","1","0","0"
"my student loans are the death of me","2","35","1","0","0"
"i feel trapped in this life","9","20","1","0","0"
"nobody cares, i could just vanish","9","35","0","1","0"
"my boss is killing me with work","1","20","0","1","0"
"i’m dead tired after that shift","1","21","0","1","0"
"i’m dying to see that movie ","2","25","1","0","0"
"my student loans are the death of me","0","27","0","1","0"
"my boss is killing me with work","0","24","0","0","1"
"my student loans are the death of me","2","28","0","1","0"
"i’m dead tired after that shift","2","24","0","1","0"
"i’m dead tired after that shift","1","27","0","1","0"
"i’m drowning in debt and hopelessness","9","31","1","0","0"
"my student loans are the death of me","0","25","1","0","0"
"i’m dying to see that movie lit","1","31","0","1","0"
"my boss is killing me with work","0","33","0","1","0"
"my boss is killing me with work","1","27","1","0","0"
"my boss is killing me with work","2","32","1","0","0"
"i’m dead tired after that shift","2","35","0","1","0"
"my boss is killing me with work","1","33","0","1","0"
"my boss is killing me with work","2","31","0","1","0"
"my student loans are the death of me","2","26","1","0","0"
"my student loans are the death of me","1","32","1","0","0"
"i’m dead tired after that shift","1","28","1","0","0"
"i’m drowning in debt and hopelessness","9","30","0","1","0"
"i’m dead tired after that shift","1","23","0","0","1"
"i feel trapped in this life","9","34","0","1","0"
"i’m drowning in debt and hopelessness","8","31","1","0","0"
"i’m so lost, what’s the point of this job?","10","32","0","1","0"
"my boss is killing me with work","2","21","1","0","0"
"i’m drowning in debt and hopelessness","9","32","1","0","0"
"i’m dead tired after that shift","2","26","0","0","1"
"i’m drowning in debt and hopelessness","8","23","0","1","0"
"my boss is killing me with work","0","28","1","0","0"
"nobody cares, i could just vanish","10","21","0","1","0"
"i’m dead tired after that shift","0","26","1","0","0"
"i’m dead tired after that shift","0","29","1","0","0"
"my boss is killing me with work","1","32","0","1","0"
"i’m dead tired after that shift","0","20","1","0","0"
"i’m dead tired after that shift","1","33","0","0","1"
"i feel trapped in this life","10","33","1","0","0"
"i feel trapped in this life","10","30","1","0","0"
"nobody cares, i could just vanish","9","24","0","0","1"
"i’m dead tired after that shift","1","27","1","0","0"
"i’m dying to see that movie vibes","2","22","1","0","0"
"my student loans are the death of me","0","20","1","0","0"
"i’m dead tired after that shift","1","26","1","0","0"
"i’m dead tired after that shift","1","30","1","0","0"
"i’m drowning in debt and hopelessness","10","29","0","0","1"
"my student loans are the death of me","1","20","1","0","0"
"i’m dying to see that movie vibes","0","29","0","1","0"
"my boss is killing me with work","2","26","0","1","0"
"i’m dead tired after that shift","2","29","0","0","1"
"my student loans are the death of me","0","21","0","1","0"
"i’m dying to see that movie lit","0","31","1","0","0"
"i’m dead tired after that shift","1","29","1","0","0"
"my boss is killing me with work","0","22","0","1","0"
"i’m drowning in debt and hopelessness","8","26","0","1","0"
"i’m so lost, what’s the point of this job?","9","32","0","1","0"
"i’m drowning in debt and hopelessness","10","33","0","1","0"
"i’m drowning in debt and hopelessness","10","27","0","1","0"
"nobody cares, i could just vanish","10","35","1","0","0"
"i’m dying to see that movie lit","2","26","0","0","1"
"i’m dead tired after that shift","0","30","0","1","0"
"my student loans are the death of me","0","26","1","0","0"
"i’m dead tired after that shift","1","31","1","0","0"
"my student loans are the death of me","2","33","1","0","0"
"nobody cares, i could just vanish","8","32","0","1","0"
"i’m so lost, what’s the point of this job?","10","27","1","0","0"
"nobody cares, i could just vanish","9","31","0","1","0"
"i’m drowning in debt and hopelessness","8","33","1","0","0"
"i’m so lost, what’s the point of this job?","10","34","1","0","0"
"i’m drowning in debt and hopelessness","8","31","0","0","1"
"my boss is killing me with work","2","30","1","0","0"
"i feel trapped in this life","10","30","1","0","0"
"my student loans are the death of me","2","27","0","1","0"
"i’m dead tired after that shift","2","35","1","0","0"
"i’m dying to see that movie lit","0","28","0","1","0"
"nobody cares, i could just vanish","9","22","0","0","1"
"i’m dead tired after that shift","1","22","0","1","0"
"i’m so lost, what’s the point of this job?","8","24","1","0","0"
"i’m so lost, what’s the point of this job?","8","20","1","0","0"
"i’m dead tired after that shift","0","25","0","1","0"
"nobody cares, i could just vanish","9","24","1","0","0"
"my student loans are the death of me","0","29","0","1","0"
"nobody cares, i could just vanish","9","30","0","0","1"
"my student loans are the death of me","1","21","0","1","0"
"i’m dying to see that movie lit","2","24","0","1","0"
"i’m so lost, what’s the point of this job?","8","30","0","0","1"
"i’m dead tired after that shift","2","26","0","1","0"
"i’m dead tired after that shift","1","35","0","1","0"
"i’m dying to see that movie vibes","1","29","0","1","0"
"i feel trapped in this life","9","22","0","1","0"
"my boss is killing me with work","2","25","0","1","0"
"i’m dying to see that movie lit","2","32","1","0","0"
"i’m dying to see that movie bruh","2","35","1","0","0"
"my student loans are the death of me","1","23","1","0","0"
"nobody cares, i could just vanish","8","23","1","0","0"
"i’m dead tired after that shift","1","27","1","0","0"
"my boss is killing me with work","2","34","0","0","1"
"my boss is killing me with work","1","20","0","0","1"
"i’m dead tired after that shift","1","32","0","1","0"
"i feel trapped in this life","8","20","1","0","0"
"my boss is killing me with work","0","22","0","1","0"
"i’m dead tired after that shift","2","28","0","0","1"
"i’m dead tired after that shift","1","34","0","1","0"
"i’m dying to see that movie bruh","2","26","0","0","1"
"i’m dying to see that movie lit","0","20","1","0","0"
"my student loans are the death of me","2","24","1","0","0"
"my student loans are the death of me","1","33","0","0","1"
"my boss is killing me with work","2","35","1","0","0"
"my student loans are the death of me","1","25","0","0","1"
"my student loans are the death of me","1","20","0","1","0"
"nobody cares, i could just vanish","9","26","0","0","1"
"i’m dying to see that movie bruh","1","26","0","0","1"
"i’m dying to see that movie ","1","20","1","0","0"
"i’m dead tired after that shift","2","30","0","1","0"
"i’m dead tired after that shift","1","33","0","1","0"
"this meeting needs to end soon","2","44","1","0","0"
"i don’t see the point in going on","9","39","1","0","0"
"i’d kill for a vacation","0","49","0","0","1"
"i’d kill for a vacation","1","59","0","1","0"
"i don’t see the point in going on","9","45","0","0","1"
"these taxes are killing me","1","55","1","0","0"
"i don’t see the point in going on","9","59","0","1","0"
"these taxes are killing me","2","50","0","1","0"
"these taxes are killing me","2","39","0","0","1"
"i feel like a failure as a parent","10","42","0","1","0"
"my back pain is a nightmare","1","59","0","0","1"
"my back pain is a nightmare","0","49","0","1","0"
"these taxes are killing me","0","38","1","0","0"
"this meeting needs to end soon","2","39","0","1","0"
"this meeting needs to end soon","2","54","0","1","0"
"these taxes are killing me","2","46","0","1","0"
"i’d kill for a vacation","1","37","1","0","0"
"my back pain is a nightmare","1","55","0","1","0"
"this meeting needs to end soon","1","40","0","1","0"
"i don’t see the point in going on","8","36","0","1","0"
"this meeting needs to end soon","2","49","1","0","0"
"this meeting needs to end soon","0","43","1","0","0"
"these taxes are killing me","2","37","0","1","0"
"this meeting needs to end soon","2","46","1","0","0"
"my back pain is a nightmare","0","58","1","0","0"
"i’d kill for a vacation","0","51","0","1","0"
"life feels so empty now","9","59","1","0","0"
"these taxes are killing me","1","53","0","1","0"
"these taxes are killing me","0","48","0","0","1"
"i’d kill for a vacation","1","54","1","0","0"
"these taxes are killing me","0","54","0","1","0"
"i’d kill for a vacation","2","51","0","1","0"
"my back pain is a nightmare","2","37","0","0","1"
"these taxes are killing me","2","36","0","1","0"
"i don’t see the point in going on","10","36","1","0","0"
"these taxes are killing me","2","44","1","0","0"
"this meeting needs to end soon","0","48","0","0","1"
"this meeting needs to end soon","0","44","0","1","0"
"my back pain is a nightmare","2","59","1","0","0"
"i’m just a burden to everyone","9","57","1","0","0"
"these taxes are killing me","1","49","1","0","0"
"these taxes are killing me","0","44","1","0","0"
"i’d kill for a vacation","1","41","1","0","0"
"i don’t see the point in going on","9","44","0","1","0"
"life feels so empty now","10","60","0","0","1"
"my back pain is a nightmare","2","60","1","0","0"
"my back pain is a nightmare","1","40","1","0","0"
"my back pain is a nightmare","2","46","0","1","0"
"these taxes are killing me","2","40","0","1","0"
"my back pain is a nightmare","0","54","0","1","0"
"i’d kill for a vacation","2","48","0","1","0"
"these taxes are killing me","0","40","0","1","0"
"i’d kill for a vacation","1","45","1","0","0"
"these taxes are killing me","2","57","1","0","0"
"this meeting needs to end soon","2","36","0","0","1"
"these taxes are killing me","0","48","0","1","0"
"my back pain is a nightmare","1","37","0","1","0"
"my back pain is a nightmare","0","54","0","1","0"
"i don’t see the point in going on","8","54","0","1","0"
"i’d kill for a vacation","1","48","1","0","0"
"these taxes are killing me","2","59","0","1","0"
"i’m just a burden to everyone","9","42","0","1","0"
"my back pain is a nightmare","2","48","1","0","0"
"i feel like a failure as a parent","8","55","1","0","0"
"this meeting needs to end soon","2","54","1","0","0"
"i’d kill for a vacation","1","59","0","1","0"
"my back pain is a nightmare","2","60","0","1","0"
"life feels so empty now","8","44","1","0","0"
"my back pain is a nightmare","2","38","1","0","0"
